CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Difamação (art. 139),ENSINO FUNDAMENTAL,,45,PROFESSOR(A)                  ,
JABOTICABAL                             ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,35,PRENDAS DOMESTICAS            ,1 Grau completo                         
OLIMPIA                                 ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,31,DESEMPREGADO(A)               ,
PATROCINIO PAULISTA                     ,2019-03-01,Consumado,,Difamação (art. 139),VIA PÚBLICA,,48,NAO INFORMADA                 ,
PORTO FERREIRA                          ,2019-03-01,Consumado,,Calúnia (art. 138),POSTO DE SAÚDE,,41,,
JARDINOPOLIS                            ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,24,PRENDAS DOMESTICAS            ,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Injúria (art. 140),APARTAMENTO,,23,ESTAGIARIO(A)                 ,
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Ameaça (art. 147),APARTAMENTO,,23,ESTAGIARIO(A)                 ,
S.CARLOS                                ,2019-03-01,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,37,MANICURE                      ,1 Grau completo                         
S.CARLOS                                ,2019-03-01,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,48,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,31,AUXILIAR ADMINISTRATIVO       ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CONHECIDO                               ,31,AUXILIAR ADMINISTRATIVO       ,2 Grau completo                         
SERTAOZINHO                             ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,28,,
BARRINHA                                ,2019-03-01,Consumado,,Ameaça (art. 147),CASA,,59,FAXINEIRO(A)                  ,1 Grau completo                         
ITAPOLIS                                ,2019-03-01,Consumado,,A.I.-Injúria (art. 140),ENSINO FUNDAMENTAL,,44,PROFESSOR(A)                  ,Superior completo                       
ITAPOLIS                                ,2019-03-01,Consumado,,Injúria (art. 140),VIA PÚBLICA,,31,OPERADOR(A)                   ,Superior incompleto                     
BEBEDOURO                               ,2019-03-01,Consumado,,Ameaça (art. 147),CASA,,41,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
ITAPOLIS                                ,2019-03-01,Consumado,,Injúria (art. 140),VIA PÚBLICA,,63,APOSENTADO(A)                 ,1 Grau incompleto                       
ITAPOLIS                                ,2019-03-01,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,61,,
ITAPOLIS                                ,2019-03-01,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,46,COMERCIANTE                   ,2 Grau completo                         
BEBEDOURO                               ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,26,GERENTE                       ,2 Grau completo                         
ITAPOLIS                                ,2019-03-01,Consumado,,Violação de domicílio (art. 150),CASA,,40,AUXILIAR DE SERVIÇOS GERAIS   ,1 Grau incompleto                       
BEBEDOURO                               ,2019-03-01,Consumado,,Difamação (art. 139),CASA,,34,PROMOTOR DE VENDAS            ,Superior completo                       
BEBEDOURO                               ,2019-03-01,Consumado,,Calúnia (art. 138),CASA,,27,CABELEIREIRO(A)               ,2 Grau completo                         
FERNANDO PRESTES                        ,2019-03-01,Consumado,,Lesão corporal (art. 129),CASA,,24,,1 Grau completo                         
FERNANDO PRESTES                        ,2019-03-01,Consumado,,Ameaça (art. 147),CASA,,68,APOSENTADO(A)                 ,
MIGUELOPOLIS                            ,2019-03-01,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,44,,
PONTAL                                  ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,24,MANICURE                      ,1 Grau incompleto                       
PEDREGULHO                              ,2019-03-01,Consumado,,A.I.-Ameaça (art. 147),LOJA DE CONVENIÊNCIA,,15,ESTUDANTE                     ,2 Grau incompleto                       
BRODOWSKI                               ,2019-03-01,Consumado,,Estupro de vulneravel (art.217-A),OUTROS,,3,,
ITAPOLIS                                ,2019-03-01,Consumado,,Injúria (art. 140),VIA PÚBLICA,,46,COMERCIANTE                   ,2 Grau completo                         
OLIMPIA                                 ,2019-03-01,Consumado,,Injúria (art. 140),CASA,,9,ESTUDANTE                     ,
JARDINOPOLIS                            ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,24,PRENDAS DOMESTICAS            ,1 Grau completo                         
OLIMPIA                                 ,2019-03-01,Consumado,,Injúria (art. 140),CASA,,63,APOSENTADO(A)                 ,
ARARAQUARA                              ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,37,CAMAREIRO(A)                  ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,21,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,17,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,21,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
ARARAQUARA                              ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,30,ADVOGADO(A)                   ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,41,COMERCIANTE                   ,1 Grau completo                         
JARDINOPOLIS                            ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,CASAMENTO                               ,45,FAXINEIRO(A)                  ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,17,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Injúria (art. 140),CASA,,42,ENFERMEIRO(A)                 ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Injúria (art. 140),CASA,,32,TECNICO EM ENFERMAGEM         ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-01,Tentado,,Ameaça (art. 147),CASA,,32,TECNICO EM ENFERMAGEM         ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-01,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,40,FARMACEUTICO(A)               ,Superior completo                       
BARRETOS                                ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,47,NAO INFORMADA                 ,2 Grau completo                         
ARARAQUARA                              ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),APARTAMENTO,ENVOLVIMENTO AMOROSO                    ,30,ADVOGADO(A)                   ,Superior completo                       
ARARAQUARA                              ,2019-03-01,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,37,AUTONOMO(A)                   ,2 Grau completo                         
CANDIDO RODRIGUES                       ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,37,LAVRADOR(A)                   ,2 Grau incompleto                       
TAIACU                                  ,2019-03-02,Consumado,,Lesão corporal (art. 129),CASA,,26,PRENDAS DOMESTICAS            ,2 Grau completo                         
IGARAPAVA                               ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,21,ESTUDANTE                     ,Superior incompleto                     
ARARAQUARA                              ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,CASAMENTO                               ,47,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
FERNANDO PRESTES                        ,2019-03-02,Tentado,,"Homicídio qualificado (art. 121, §2o.)",CASA,,36,AJUDANTE GERAL                ,1 Grau completo                         
CANDIDO RODRIGUES                       ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,37,LAVRADOR(A)                   ,2 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-02,Consumado,,A.I.-Injúria (art. 140),APARTAMENTOS,,42,OPERADOR(A)                   ,2 Grau completo                         
FRANCA                                  ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,UNIAO ESTAVEL                           ,21,AUTONOMO(A)                   ,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-02,Consumado,,Ameaça (art. 147),CASA,,49,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
DOURADO                                 ,2019-03-02,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,21,ESTUDANTE                     ,
RIBEIRAO PRETO                          ,2019-03-02,Tentado,,Art. 213 - Estupro,VIA PÚBLICA,,37,FAXINEIRO(A)                  ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-02,Consumado,,A.I.-Ameaça (art. 147),APARTAMENTOS,,42,OPERADOR(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-02,Consumado,,Ameaça (art. 147),OUTROS,,37,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2019-03-02,Consumado,,Ameaça (art. 147),CASA,,44,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-02,Consumado,,Calúnia (art. 138),CASA,,44,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
S.CARLOS                                ,2019-03-02,Consumado,,Ameaça (art. 147),CASA,,54,PRENDAS DOMESTICAS            ,2 Grau completo                         
MORRO AGUDO                             ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,21,AUXILIAR DE SERVIÇOS GERAIS   ,1 Grau incompleto                       
GUAIRA                                  ,2019-03-02,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,19,VENDEDOR(A)                   ,2 Grau incompleto                       
CRAVINHOS                               ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,22,PRENDAS DOMESTICAS            ,2 Grau completo                         
FRANCA                                  ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,UNIAO ESTAVEL                           ,21,AUTONOMO(A)                   ,1 Grau completo                         
S.JOAQUIM DA BARRA                      ,2019-03-02,Consumado,,Maus-tratos (art. 136),CASA,,4,ESTUDANTE                     ,
MORRO AGUDO                             ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,21,AUXILIAR DE SERVIÇOS GERAIS   ,1 Grau incompleto                       
ARARAQUARA                              ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,47,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
SERRANA                                 ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,34,NAO INFORMADA                 ,
SERRANA                                 ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,34,NAO INFORMADA                 ,
SERRANA                                 ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,UNIAO ESTAVEL                           ,29,NAO INFORMADA                 ,
SERRANA                                 ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,29,NAO INFORMADA                 ,
BEBEDOURO                               ,2019-03-02,Consumado,,Ameaça (art. 147),CASA,,36,PROMOTOR DE VENDAS            ,2 Grau completo                         
BEBEDOURO                               ,2019-03-02,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,22,AUXILIAR DE COZINHA           ,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-03,Consumado,,Lesão corporal (art. 129),CLUBE/CENTRO ESPORTIVO-SALÃO,,47,PROFESSOR(A)                  ,Superior completo                       
CANDIDO RODRIGUES                       ,2019-03-03,Consumado,,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,38,VENDEDOR(A)                   ,
MONTE ALTO                              ,2019-03-03,Consumado,,Calúnia (art. 138),CASA,,55,AJUDANTE GERAL                ,1 Grau incompleto                       
FRANCA                                  ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,CASAMENTO                               ,26,SAPATEIRO(A)                  ,1 Grau completo                         
SERTAOZINHO                             ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,PARENTESCO                              ,37,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
SERTAOZINHO                             ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,,17,ESTUDANTE                     ,2 Grau incompleto                       
IBITINGA                                ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,,29,TRABALHADOR RURAL             ,1 Grau incompleto                       
RIBEIRAO PRETO                          ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,21,OUTROS                        ,
IBITINGA                                ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,75,APOSENTADO(A)                 ,
IBITINGA                                ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,UNIAO ESTAVEL                           ,38,,
MONTE ALTO                              ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,,55,AJUDANTE GERAL                ,1 Grau incompleto                       
CANDIDO RODRIGUES                       ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,38,VENDEDOR(A)                   ,
MONTE ALTO                              ,2019-03-03,Consumado,,Difamação (art. 139),CASA,,55,AJUDANTE GERAL                ,1 Grau incompleto                       
ITUVERAVA                               ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,20,ESTUDANTE                     ,1 Grau completo                         
BATATAIS                                ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,25,ESTUDANTE                     ,Superior completo                       
RIBEIRAO PRETO                          ,2019-03-03,Consumado,,Ameaça (art. 147),VIA PÚBLICA,,52,COZINHEIRO(A)                 ,2 Grau completo                         
MONTE ALTO                              ,2019-03-03,Consumado,,Injúria (art. 140),CASA,,0,,
RIBEIRAO PRETO                          ,2019-03-03,Consumado,,Ameaça (art. 147),CLUBE/CENTRO ESPORTIVO-SALÃO,,44,ASSISTENTE ADMINISTRATIVO     ,2 Grau completo                         
BEBEDOURO                               ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,42,PRENDAS DOMESTICAS            ,1 Grau completo                         
ITUVERAVA                               ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,20,ESTUDANTE                     ,1 Grau completo                         
GUAIRA                                  ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,ENVOLVIMENTO AMOROSO                    ,39,,1 Grau incompleto                       
GUAIRA                                  ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,39,,1 Grau incompleto                       
BEBEDOURO                               ,2019-03-03,Consumado,,Lesão corporal (art. 129),CASA,,21,DESEMPREGADO                  ,1 Grau completo                         
BEBEDOURO                               ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,,28,EMPRESARIO(A)                 ,1 Grau completo                         
BEBEDOURO                               ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,,41,PRENDAS DOMESTICAS            ,1 Grau completo                         
RIBEIRAO PRETO                          ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,24,AUTONOMO(A)                   ,2 Grau completo                         
FRANCA                                  ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,34,VENDEDOR(A)                   ,1 Grau completo                         
IBITINGA                                ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,PARENTESCO                              ,40,MODELISTA                     ,Superior completo                       
FRANCA                                  ,2019-03-03,Consumado,,Dano (art. 163),CASA,,0,,
FRANCA                                  ,2019-03-03,Consumado,,Ameaça (art. 147),CASA,,32,ATENDENTE                     ,
AMERICO BRASILIENSE                     ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,41,AJUDANTE                      ,2 Grau completo                         
AMERICO BRASILIENSE                     ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,41,AJUDANTE                      ,2 Grau completo                         
BARRETOS                                ,2019-03-03,Consumado,,Estupro de vulneravel (art.217-A),CASA,,3,,
BARRETOS                                ,2019-03-03,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,31,AUXILIAR FINANCEIRO           ,
RIBEIRAO PRETO                          ,2019-03-03,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,53,,
